"","word","ar_orf","es_orf","mx_orf","aes_orf","ar_ord","es_ord","mx_ord","aes_ord"
"12623","discúlpelo",0.12,0,0,0.04,0.08,0,0,0.02
"12624","disculpemé",0.24,0,0,0.08,0.08,0,0,0.02
"12625","discúlpeme",7.54,1.24,0.53,3.04,3.12,0.6,0.25,1.26
"12626","disculpen",3.59,1.24,0.13,1.67,2.11,0.6,0.08,0.91
"12627","discúlpenme",0.72,0.29,0.27,0.42,0.47,0.16,0.17,0.26
"12628","discúlpenos",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12629","disculpes",0.24,0.38,0,0.23,0.16,0.22,0,0.14
"12630","disculpó",0.36,0.48,0.4,0.42,0.16,0.27,0.25,0.23
"12631","discurro",0.12,0,0,0.04,0.08,0,0,0.02
"12632","discursividad",0.12,0,0,0.04,0.08,0,0,0.02
"12633","discurso",2.63,0.96,1.2,1.56,0.86,0.49,0.5,0.6
"12634","discursos",0.48,1.05,0.4,0.68,0.31,0.44,0.17,0.33
"12635","discusión",1.68,1.15,2.13,1.59,0.86,0.66,0.84,0.77
"12636","discusiones",0.72,0,0.4,0.34,0.39,0,0.25,0.19
"12637","discuta",0.12,0,0.27,0.11,0.08,0,0.17,0.07
"12638","discutamos",0.48,0.19,0,0.23,0.23,0.11,0,0.12
"12639","discutámoslo",0.12,0,0,0.04,0.08,0,0,0.02
"12640","discutan",0.6,0,0.27,0.27,0.31,0,0.17,0.14
"12641","discute",1.44,0.19,0.4,0.65,0.39,0.11,0.17,0.21
"12642","discuten",0.36,0.48,0.13,0.34,0.08,0.27,0.08,0.16
"12643","discutí",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12644","discutía",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"12645","discutíamos",0.24,0,0,0.08,0.16,0,0,0.05
"12646","discutían",0.24,0.1,0,0.11,0.08,0.05,0,0.05
"12647","discutible",0.24,0,0.27,0.15,0.08,0,0.17,0.07
"12648","discutido",0.12,0.57,0.13,0.3,0.08,0.33,0.08,0.19
"12649","discutidor",0.12,0,0,0.04,0.08,0,0,0.02
"12650","discutiendo",2.03,0.96,1.06,1.33,1.02,0.49,0.34,0.6
"12651","discutieran",0.12,0,0,0.04,0.08,0,0,0.02
"12652","discutieron",0.24,0,0,0.08,0.16,0,0,0.05
"12653","discutimos",0.48,0.19,0.27,0.3,0.31,0.11,0.17,0.19
"12654","discutir",2.75,3.35,2.66,2.96,1.41,1.48,1.26,1.4
"12655","discutiremos",0.12,0.29,0.27,0.23,0.08,0.11,0.17,0.12
"12656","discutirlas",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12657","discutirlo",0.12,0.19,0.4,0.23,0.08,0.11,0.17,0.12
"12658","discutirlos",0.12,0,0,0.04,0.08,0,0,0.02
"12659","discutirtodo",0.12,0,0,0.04,0.08,0,0,0.02
"12660","discuto",0.36,0.1,0,0.15,0.16,0.05,0,0.07
"12661","díselo",0.12,3.54,1.06,1.75,0.08,1.42,0.5,0.77
"12662","diseñada",0.36,0,0.27,0.19,0.16,0,0.08,0.07
"12663","diseñado",0.6,0.38,0.13,0.38,0.31,0.22,0.08,0.21
"12664","diseñadores",0.12,0,0.27,0.11,0.08,0,0.17,0.07
"12665","diseñados",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12666","diseñé",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12667","diseño",1.08,0.29,0.66,0.65,0.55,0.16,0.25,0.3
"12668","diseñó",0.36,0.38,0.13,0.3,0.16,0.22,0.08,0.16
"12669","diseños",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"12670","disertación",0.24,0,0.27,0.15,0.08,0,0.17,0.07
"12671","disertó",0.12,0,0,0.04,0.08,0,0,0.02
"12672","disfónica",0.12,0,0,0.04,0.08,0,0,0.02
"12673","disfónico",0.12,0,0,0.04,0.08,0,0,0.02
"12674","disfrace",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12675","disfracé",0.12,0,0,0.04,0.08,0,0,0.02
"12676","disfraces",0.12,0.38,0.27,0.27,0.08,0.22,0.17,0.16
"12677","disfraz",0.12,1.15,0.27,0.57,0.08,0.38,0.17,0.23
"12678","disfraza",0.72,0,0,0.23,0.31,0,0,0.09
"12679","disfrazadas",0.12,0,0,0.04,0.08,0,0,0.02
"12680","disfrazado",1.08,0.77,0.8,0.87,0.62,0.33,0.42,0.44
"12681","disfrazados",0.48,0.19,0.4,0.34,0.23,0.11,0.17,0.16
"12682","disfrazan",0.24,0.19,0,0.15,0.16,0.05,0,0.07
"12683","disfrazar",0.24,0,0,0.08,0.08,0,0,0.02
"12684","disfrazás",0.12,0,0,0.04,0.08,0,0,0.02
"12685","disfrazaste",0.12,0,0,0.04,0.08,0,0,0.02
"12686","disfrazo",0.12,0,0,0.04,0.08,0,0,0.02
"12687","disfruta",0.84,0.96,1.2,0.99,0.47,0.49,0.5,0.49
"12688","disfrutá",0.84,0,0,0.27,0.55,0,0,0.16
"12689","disfrutaba",0.36,0.19,0.13,0.23,0.23,0.11,0.08,0.14
"12690","disfrutado",0.36,0.38,0.93,0.53,0.16,0.22,0.5,0.28
"12691","disfrútala",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12692","disfrutálo",0.12,0,0,0.04,0.08,0,0,0.02
"12693","disfrútalo",0.12,0.29,0,0.15,0.08,0.16,0,0.09
"12694","disfrutamos",0.12,0,0.27,0.11,0.08,0,0.17,0.07
"12695","disfrutan",0.24,0.1,0.13,0.15,0.16,0.05,0.08,0.09
"12696","disfrutando",0.48,0.29,0.66,0.46,0.23,0.16,0.42,0.26
"12697","disfrutándola",0.12,0,0,0.04,0.08,0,0,0.02
"12698","disfrutar",2.27,1.05,1.33,1.52,1.09,0.55,0.67,0.74
"12699","disfrutará",0.12,0,0,0.04,0.08,0,0,0.02
"12700","disfrutaremos",0.12,0,0,0.04,0.08,0,0,0.02
"12701","disfrutarlo",0.12,0.38,0.13,0.23,0.08,0.22,0.08,0.14
"12702","disfrutarlos",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12703","disfrutas",0.36,0.1,0,0.15,0.23,0.05,0,0.09
"12704","disfrutás",0.12,0,0,0.04,0.08,0,0,0.02
"12705","disfrute",0.72,0.48,0.27,0.49,0.31,0.27,0.17,0.26
"12706","disfruté",0.24,0,0.27,0.15,0.16,0,0.17,0.09
"12707","disfrutemos",0.6,0.1,0,0.23,0.39,0.05,0,0.14
"12708","disfruten",0.36,0.1,0.66,0.34,0.23,0.05,0.42,0.21
"12709","disfrutes",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"12710","disfruto",0.6,0.38,0.13,0.38,0.39,0.22,0.08,0.23
"12711","disfrutó",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"12712","disgusta",0.12,0.67,0.27,0.38,0.08,0.33,0.17,0.21
"12713","disgustaba",0.12,0,0,0.04,0.08,0,0,0.02
"12714","disgustarlo",0.12,0,0,0.04,0.08,0,0,0.02
"12715","disgusto",0.24,0.96,1.06,0.76,0.16,0.49,0.59,0.42
"12716","disgustó",0.12,0,0,0.04,0.08,0,0,0.02
"12717","disgustos",0.24,0.86,0.13,0.46,0.16,0.49,0.08,0.28
"12718","disimulá",0.36,0,0,0.11,0.16,0,0,0.05
"12719","disimulada",0.24,0,0.27,0.15,0.16,0,0.08,0.07
"12720","disimuladamente",0.12,0,0.27,0.11,0.08,0,0.17,0.07
"12721","disimulamos",0.12,0,0,0.04,0.08,0,0,0.02
"12722","disimular",0.6,0.48,0.53,0.53,0.39,0.27,0.34,0.33
"12723","disimulas",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"12724","disimule",0.12,0.1,0.4,0.19,0.08,0.05,0.25,0.12
"12725","disimulen",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12726","disipan",0.12,0,0,0.04,0.08,0,0,0.02
"12727","disis",0.72,0,0,0.23,0.08,0,0,0.02
"12728","disk",0.24,0,0,0.08,0.08,0,0,0.02
"12729","dismed",0.6,0,0,0.19,0.08,0,0,0.02
"12730","disminuido",0.24,0,0.13,0.11,0.16,0,0.08,0.07
"12731","disminuir",0.24,0.1,0,0.11,0.08,0.05,0,0.05
"12732","disminuír",0.12,0,0,0.04,0.08,0,0,0.02
"12733","disney",0.24,0,0,0.08,0.16,0,0,0.05
"12734","disneylandia",0.12,0.19,0.27,0.19,0.08,0.11,0.17,0.12
"12735","disociadas",0.12,0,0,0.04,0.08,0,0,0.02
"12736","disolución",0.12,0,0.4,0.15,0.08,0,0.17,0.07
"12737","disolverse",0.24,0,0.93,0.34,0.16,0,0.17,0.09
"12738","dispara",0.72,2.2,3.19,2.01,0.47,0.6,1.09,0.7
"12739","dispará",0.12,0,0,0.04,0.08,0,0,0.02
"12740","disparado",0.36,1.24,1.06,0.91,0.16,0.44,0.67,0.42
"12741","disparamos",0.12,0.1,0.27,0.15,0.08,0.05,0.17,0.09
"12742","disparan",0.36,0.38,0.27,0.34,0.23,0.22,0.17,0.21
"12743","disparando",0.12,0.67,0.53,0.46,0.08,0.33,0.34,0.26
"12744","disparar",0.84,3.06,3.32,2.43,0.31,0.87,1.43,0.86
"12745","disparara",0.12,0,0,0.04,0.08,0,0,0.02
"12746","dispararán",0.12,0,0,0.04,0.08,0,0,0.02
"12747","dispararé",0.36,0.29,0,0.23,0.08,0.16,0,0.09
"12748","dispararemos",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12749","dispararle",0.12,0.29,0.53,0.3,0.08,0.16,0.34,0.19
"12750","dispararon",0.6,0.48,0.4,0.49,0.31,0.11,0.17,0.19
"12751","disparasen",0.12,0,0,0.04,0.08,0,0,0.02
"12752","disparate",0.48,1.15,0.27,0.68,0.31,0.55,0.17,0.37
"12753","dispare",0.36,0.48,1.59,0.76,0.16,0.27,0.59,0.33
"12754","disparemos",0.12,0,0,0.04,0.08,0,0,0.02
"12755","disparen",0.96,0.67,1.59,1.03,0.39,0.27,0.59,0.4
"12756","disparo",4.79,1.72,0.53,2.35,0.78,0.6,0.17,0.53
"12757","disparó",1.56,2.49,2.66,2.24,0.55,0.87,1.01,0.81
"12758","disparos",5.62,1.05,1.59,2.66,0.86,0.44,0.59,0.6
"12759","disparu",0.12,0,0,0.04,0.08,0,0,0.02
"12760","dispensario",0.12,0,2.13,0.65,0.08,0,0.25,0.09
"12761","dispersa",0.12,0,0,0.04,0.08,0,0,0.02
"12762","dispersado",0.12,0,0,0.04,0.08,0,0,0.02
"12763","dispersar",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12764","dispersión",0.12,0.29,0,0.15,0.08,0.16,0,0.09
"12765","dispersó",0.12,0,0,0.04,0.08,0,0,0.02
"12766","displicencia",0.12,0,0,0.04,0.08,0,0,0.02
"12767","dispondrán",0.12,0,0,0.04,0.08,0,0,0.02
"12768","disponemos",0.72,0.1,0.53,0.42,0.31,0.05,0.17,0.16
"12769","disponer",0.72,0.67,0.27,0.57,0.39,0.38,0.17,0.33
"12770","disponga",0.24,0.29,0.13,0.23,0.16,0.16,0.08,0.14
"12771","dispongas",0.12,0,0,0.04,0.08,0,0,0.02
"12772","dispongo",0.12,0.1,0.27,0.15,0.08,0.05,0.17,0.09
"12773","disponía",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12774","disponían",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12775","disponible",0.72,0.29,0.66,0.53,0.47,0.16,0.42,0.33
"12776","disponibles",0.48,0.29,0.4,0.38,0.23,0.16,0.17,0.19
"12777","disposición",1.32,1.44,1.2,1.33,0.86,0.6,0.67,0.7
"12778","dispositivo",0.48,0.19,0.27,0.3,0.23,0.11,0.17,0.16
"12779","dispositivos",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12780","dispuesta",1.2,2.2,1.46,1.67,0.62,0.98,0.76,0.81
"12781","dispuestas",0.12,0.19,0,0.11,0.08,0.11,0,0.07
"12782","dispuesto",3.23,4.59,2.79,3.65,1.64,2.02,1.43,1.74
"12783","dispuestos",0.72,0.67,1.06,0.8,0.47,0.27,0.67,0.44
"12784","dispuse",0.12,0,0,0.04,0.08,0,0,0.02
"12785","disputaban",0.12,0,0,0.04,0.08,0,0,0.02
"12786","disputar",0.12,0,0,0.04,0.08,0,0,0.02
"12787","disputarán",0.12,0,0,0.04,0.08,0,0,0.02
"12788","disquería",0.12,0,0,0.04,0.08,0,0,0.02
"12789","disquisiciones",0.12,0,0,0.04,0.08,0,0,0.02
"12790","disquito",0.24,0,0,0.08,0.16,0,0,0.05
"12791","distaba",0.12,0,0,0.04,0.08,0,0,0.02
"12792","distancia",4.55,2.1,2.66,3.04,2.11,0.98,1.34,1.42
"12793","distanciados",0.36,0,0,0.11,0.23,0,0,0.07
"12794","distanciamiento",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12795","distancias",0.12,0.29,0.27,0.23,0.08,0.11,0.17,0.12
"12796","distanció",0.24,0,0,0.08,0.08,0,0,0.02
"12797","distante",0.72,0.19,0,0.3,0.47,0.11,0,0.19
"12798","distantes",0.36,0,0,0.11,0.16,0,0,0.05
"12799","diste",7.3,3.35,4.52,4.94,3.28,1.42,1.85,2.09
"12800","distendemos",0.12,0,0,0.04,0.08,0,0,0.02
"12801","distendido",0.12,0,0,0.04,0.08,0,0,0.02
"12802","distiende",0.36,0,0,0.11,0.08,0,0,0.02
"12803","distingo",0.12,0.29,0.27,0.23,0.08,0.11,0.17,0.12
"12804","distingue",0.24,0.29,0.27,0.27,0.16,0.16,0.17,0.16
"12805","distinguido",0.6,0.67,0.53,0.61,0.39,0.38,0.34,0.37
"12806","distinguidos",0.12,0.1,0.27,0.15,0.08,0.05,0.08,0.07
"12807","distinguieron",0.12,0,0,0.04,0.08,0,0,0.02
"12808","distinguir",0.24,0.67,0.13,0.38,0.16,0.27,0.08,0.19
"12809","distingüirle",0.12,0,0,0.04,0.08,0,0,0.02
"12810","distinta",2.63,1.53,1.33,1.82,1.25,0.82,0.84,0.95
"12811","distintas",2.75,1.05,1.2,1.63,1.25,0.49,0.59,0.74
"12812","distinto",5.74,4.11,3.32,4.4,2.66,1.75,1.68,2
"12813","distintos",2.51,1.44,0.66,1.56,1.33,0.66,0.34,0.77
"12814","distorsionada",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12815","distorsionado",0.12,0,0,0.04,0.08,0,0,0.02
"12816","distracción",0.24,0.19,0.13,0.19,0.16,0.11,0.08,0.12
"12817","distrae",0.12,0.1,0.27,0.15,0.08,0.05,0.17,0.09
"12818","distráelo",0.12,0,0,0.04,0.08,0,0,0.02
"12819","distraer",0.36,0.19,0.4,0.3,0.23,0.11,0.17,0.16
"12820","distraerme",0.36,0,0.27,0.19,0.23,0,0.17,0.12
"12821","distraerte",0.36,0.1,0,0.15,0.23,0.05,0,0.09
"12822","distraída",0.36,0.19,0.4,0.3,0.23,0.11,0.25,0.19
"12823","distraído",1.44,0.67,1.2,1.06,0.55,0.33,0.59,0.47
"12824","distraiga",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"12825","distraigan",0.24,0,0,0.08,0.16,0,0,0.05
"12826","distraigas",0.12,0.38,0,0.19,0.08,0.22,0,0.12
"12827","distraigo",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"12828","distraje",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12829","distrayendo",0.12,0.19,0.13,0.15,0.08,0.05,0.08,0.07
"12830","distribución",0.36,0.1,0.13,0.19,0.23,0.05,0.08,0.12
"12831","distribuido",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"12832","distribuidora",0.12,0,0.27,0.11,0.08,0,0.08,0.05
"12833","distribuidores",0.36,0,0.27,0.19,0.08,0,0.17,0.07
"12834","distribuidos",0.12,0,0,0.04,0.08,0,0,0.02
"12835","distribuirla",0.12,0,0,0.04,0.08,0,0,0.02
"12836","distrito",0.36,0.48,1.59,0.76,0.23,0.22,0.34,0.26
"12837","disturbio",0.12,0,0,0.04,0.08,0,0,0.02
"12838","disturbios",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12839","disuadir",0.12,0,0,0.04,0.08,0,0,0.02
"12840","disyuntiva",0.12,0,0,0.04,0.08,0,0,0.02
"12841","disyuntor",0.72,0,0,0.23,0.16,0,0,0.05
"12842","dit",0.12,0,0,0.04,0.08,0,0,0.02
"12843","ditroti",0.12,0,0,0.04,0.08,0,0,0.02
"12844","diuido",0.12,0,0,0.04,0.08,0,0,0.02
"12845","diúk",0.12,0,0,0.04,0.08,0,0,0.02
"12846","diurética",0.12,0,0,0.04,0.08,0,0,0.02
"12847","diurno",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12848","diurnos",0.12,0,0,0.04,0.08,0,0,0.02
"12849","diva",0.96,0.1,0,0.34,0.16,0.05,0,0.07
"12850","divagar",0.36,0.19,0.27,0.27,0.23,0.11,0.17,0.16
"12851","diván",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12852","divergencias",0.12,0,0,0.04,0.08,0,0,0.02
"12853","diversas",1.08,0.29,0.4,0.57,0.39,0.16,0.25,0.26
"12854","diversidad",0.84,0,0,0.27,0.16,0,0,0.05
"12855","diversifiquen",0.12,0,0,0.04,0.08,0,0,0.02
"12856","diversión",0.84,1.34,1.46,1.22,0.47,0.49,0.34,0.44
"12857","diversiones",0.36,0,0,0.11,0.23,0,0,0.07
"12858","diversos",0.36,0,0.27,0.19,0.23,0,0.17,0.12
"12859","divertían",0.12,0,0,0.04,0.08,0,0,0.02
"12860","divertida",0.36,0.57,0.66,0.53,0.23,0.22,0.34,0.26
"12861","divertido",2.99,4.21,3.32,3.57,1.48,1.91,1.43,1.65
"12862","divertidos",0.36,0.19,0,0.19,0.16,0.11,0,0.09
"12863","divertimos",0.24,0.1,0.66,0.3,0.16,0.05,0.34,0.16
"12864","divertir",0.48,0.38,0.8,0.53,0.23,0.16,0.5,0.28
"12865","divertiremos",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12866","divertirme",0.6,0.57,0.4,0.53,0.39,0.33,0.25,0.33
"12867","divertirnos",0.96,0.48,0.66,0.68,0.39,0.27,0.42,0.35
"12868","divertirse",0.48,0.48,0.66,0.53,0.31,0.27,0.42,0.33
"12869","divertirte",0.12,0,0.93,0.3,0.08,0,0.42,0.14
"12870","divertís",0.12,0,0,0.04,0.08,0,0,0.02
"12871","divertiste",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"12872","divertite",0.72,0,0,0.23,0.39,0,0,0.12
"12873","divide",0.24,0.19,0.27,0.23,0.16,0.11,0.17,0.14
"12874","dividen",0.12,0.29,0.13,0.19,0.08,0.11,0.08,0.09
"12875","dividendos",0.12,0,0.4,0.15,0.08,0,0.25,0.09
"12876","dividida",0.36,0.29,0.53,0.38,0.23,0.16,0.25,0.21
"12877","dividido",0.36,0.29,0.8,0.46,0.23,0.16,0.34,0.23
"12878","divididos",0.12,0.19,0.4,0.23,0.08,0.11,0.08,0.09
"12879","dividimos",0.48,0.19,0.27,0.3,0.31,0.11,0.08,0.16
"12880","dividió",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12881","dividir",0.84,0.38,0.4,0.53,0.55,0.16,0.25,0.3
"12882","dividiría",0.12,0,0,0.04,0.08,0,0,0.02
"12883","divierta",0.12,0.19,0.13,0.15,0.08,0.11,0.08,0.09
"12884","diviértanse",0.12,0.1,0.4,0.19,0.08,0.05,0.25,0.12
"12885","divierte",0.72,1.24,0.53,0.87,0.39,0.49,0.25,0.4
"12886","divierten",0.36,0,0,0.11,0.23,0,0,0.07
"12887","diviertes",0.12,0.19,0.53,0.27,0.08,0.11,0.25,0.14
"12888","diviértete",0.12,0.19,0.4,0.23,0.08,0.11,0.25,0.14
"12889","divierto",0.12,0.29,0.66,0.34,0.08,0.16,0.25,0.16
"12890","divina",6.1,2.2,1.33,3.19,1.95,0.71,0.76,1.09
"12891","divinamente",0.24,0.38,0,0.23,0.08,0.22,0,0.12
"12892","divinas",0.6,0.19,0.13,0.3,0.39,0.11,0.08,0.19
"12893","divinidad",0.24,0.38,0,0.23,0.16,0.22,0,0.14
"12894","divino",3.35,0.96,1.06,1.75,1.48,0.49,0.67,0.84
"12895","divinos",1.08,0.38,0.13,0.53,0.55,0.16,0.08,0.26
"12896","divirtiendo",0.36,0.48,1.06,0.61,0.23,0.22,0.34,0.26
"12897","divirtiéndome",0.12,0,0,0.04,0.08,0,0,0.02
"12898","divirtieron",0.12,0,0,0.04,0.08,0,0,0.02
"12899","divisa",0.48,0,0.66,0.34,0.23,0,0.17,0.12
"12900","divisas",0.12,0,0.27,0.11,0.08,0,0.17,0.07
"12901","división",1.68,0.38,1.73,1.18,0.62,0.22,0.34,0.37
"12902","divisó",0.12,0,0,0.04,0.08,0,0,0.02
"12903","divisón",0.12,0,0,0.04,0.08,0,0,0.02
"12904","divorciada",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12905","divorciado",0.24,0.1,0.13,0.15,0.16,0.05,0.08,0.09
"12906","divorciados",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"12907","divorcian",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12908","divorciar",0.12,0.77,0.66,0.53,0.08,0.27,0.34,0.23
"12909","divorciarte",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12910","divorcié",0.12,0,0,0.04,0.08,0,0,0.02
"12911","divorcio",1.44,1.63,0.8,1.33,0.55,0.66,0.42,0.56
"12912","divorció",0.12,0,0,0.04,0.08,0,0,0.02
"12913","divulgan",0.12,0,0,0.04,0.08,0,0,0.02
"12914","dj",0.36,0,0,0.11,0.16,0,0,0.05
"12915","dl",0.12,0,0,0.04,0.08,0,0,0.02
"12916","dlcen",0.12,0,0,0.04,0.08,0,0,0.02
"12917","dlclendo",0.12,0,0,0.04,0.08,0,0,0.02
"12918","dlego",0.24,0.1,0,0.11,0.08,0.05,0,0.05
"12919","dlos",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12920","dlsminución",0.12,0,0,0.04,0.08,0,0,0.02
"12921","dme",0.24,0,0,0.08,0.08,0,0,0.02
"12922","dn",0.24,0.1,0,0.11,0.08,0.05,0,0.05
"12923","dni",0.36,0.1,0,0.15,0.23,0.05,0,0.09
"12924","do",3.35,3.92,6.38,4.44,1.25,0.55,1.76,1.09
"12925","doberman",0.12,0,0,0.04,0.08,0,0,0.02
"12926","dobla",0.36,0.38,1.06,0.57,0.23,0.16,0.59,0.3
"12927","doblá",0.84,0,0,0.27,0.31,0,0,0.09
"12928","doblaba",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12929","doblada",0.12,0.19,1.2,0.46,0.08,0.05,0.34,0.14
"12930","dobladillo",0.24,0,0.13,0.11,0.16,0,0.08,0.07
"12931","doblado",0.12,0,0.27,0.11,0.08,0,0.17,0.07
"12932","doblaje",0.12,0.1,0.8,0.3,0.08,0.05,0.17,0.09
"12933","doblar",0.36,0,0.8,0.34,0.23,0,0.34,0.16
"12934","doblarte",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12935","doblás",0.24,0,0,0.08,0.16,0,0,0.05
"12936","doble",5.15,5.64,5.71,5.51,2.11,2.3,2.52,2.3
"12937","doblemente",0.12,0.29,0.27,0.23,0.08,0.11,0.17,0.12
"12938","dobles",0.36,0.48,0.53,0.46,0.23,0.27,0.34,0.28
"12939","doblez",0.12,0,0,0.04,0.08,0,0,0.02
"12940","dobló",0.12,0.38,0.27,0.27,0.08,0.16,0.17,0.14
"12941","dobodobodobap",0.12,0,0,0.04,0.08,0,0,0.02
"12942","dobrinka",0.12,0,0,0.04,0.08,0,0,0.02
"12943","doce",4.07,4.88,6.11,4.97,2.03,1.86,2.18,2
"12944","docena",1.2,0.67,0.8,0.87,0.47,0.33,0.42,0.4
"12945","docenas",0.12,0.29,1.33,0.53,0.08,0.11,0.59,0.23
"12946","docencia",0.12,0,0,0.04,0.08,0,0,0.02
"12947","docente",2.03,0.1,0,0.68,0.23,0.05,0,0.09
"12948","docentes",1.08,0,0,0.34,0.16,0,0,0.05
"12949","dócil",0.36,0,0,0.11,0.23,0,0,0.07
"12950","doctor",42.84,22,64.05,40.63,4.61,2.84,4.62,3.86
"12951","doctora",7.3,1.24,3.99,3.95,1.09,0.11,0.5,0.51
"12952","doctorado",0.36,0.1,0.13,0.19,0.16,0.05,0.08,0.09
"12953","doctoral",0.12,0,0.13,0.08,0.08,0,0.08,0.05
"12954","doctorcito",0.24,0,2.39,0.76,0.16,0,0.25,0.12
"12955","doctorcitos",0.12,0,0,0.04,0.08,0,0,0.02
"12956","doctores",0.72,0.38,1.73,0.87,0.39,0.22,0.76,0.42
"12957","doctrina",0.36,0.1,0.8,0.38,0.08,0.05,0.34,0.14
"12958","documentación",0.6,2.2,0.13,1.1,0.23,1.04,0.08,0.53
"12959","documentaciones",0.12,0,0,0.04,0.08,0,0,0.02
"12960","documentado",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12961","documental",1.44,1.91,0,1.22,0.86,0.38,0,0.42
"12962","documentales",0.48,0.1,0,0.19,0.31,0.05,0,0.12
"12963","documento",2.39,1.82,1.06,1.78,0.94,0.66,0.59,0.72
"12964","documentos",2.03,2.87,3.06,2.66,0.7,0.87,1.34,0.95
"12965","dodi",0.24,0,0,0.08,0.16,0,0,0.05
"12966","dogmático",0.12,0,0,0.04,0.08,0,0,0.02
"12967","dogmáticos",0.12,0,0,0.04,0.08,0,0,0.02
"12968","doing",0.24,0,0.13,0.11,0.16,0,0.08,0.07
"12969","doj",0.12,0,0,0.04,0.08,0,0,0.02
"12970","dólar",0.6,0.29,3.45,1.29,0.31,0.16,0.92,0.42
"12971","dólares",14.72,9.28,17.14,13.25,2.73,0.82,2.52,1.86
"12972","dolce",0.36,0.19,0.13,0.23,0.08,0.05,0.08,0.07
"12973","dolencia",0.36,0.1,0,0.15,0.16,0.05,0,0.07
"12974","dolencias",0.12,0.1,0.4,0.19,0.08,0.05,0.17,0.09
"12975","doler",1.2,0.96,1.59,1.22,0.7,0.44,0.67,0.58
"12976","dolerla",0.12,0,0,0.04,0.08,0,0,0.02
"12977","dolía",0.72,0.1,0.27,0.34,0.23,0.05,0.17,0.14
"12978","dolían",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12979","dolido",0.24,0.38,0.4,0.34,0.16,0.16,0.25,0.19
"12980","doliendo",0.36,0.19,0,0.19,0.23,0.11,0,0.12
"12981","dolientes",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"12982","doliera",0.12,0.1,0,0.08,0.08,0.05,0,0.05
"12983","dolió",1.68,0.48,1.73,1.22,0.55,0.16,0.92,0.49
"12984","dolly",0.24,0,1.2,0.42,0.08,0,0.25,0.09
"12985","dolor",8.98,12.44,11.29,11.01,3.67,3.17,3.36,3.37
"12986","dolorde",0.12,0,0,0.04,0.08,0,0,0.02
"12987","dolores",1.91,2.01,3.85,2.51,0.7,0.93,1.18,0.93
"12988","dolorido",0.12,0.19,0.53,0.27,0.08,0.11,0.34,0.16
"12989","dolorosa",0.24,0.19,0.66,0.34,0.16,0.11,0.34,0.19
"12990","doloroso",0.72,1.05,0.4,0.76,0.47,0.49,0.25,0.42
"12991","dom",0.24,0.1,0,0.11,0.16,0.05,0,0.07
"12992","domador",0.12,0.1,0.27,0.15,0.08,0.05,0.17,0.09
"12993","domar",0.24,0.1,0.13,0.15,0.16,0.05,0.08,0.09
"12994","doméstica",0.24,0.1,0.4,0.23,0.16,0.05,0.25,0.14
"12995","domesticar",0.12,0,0,0.04,0.08,0,0,0.02
"12996","doméstico",0.12,0.1,0.13,0.11,0.08,0.05,0.08,0.07
"12997","domiciliado",0.24,0,0,0.08,0.16,0,0,0.05
